hyperparameters,evaluation
"(7, 1)",17.727
5,17.727
4,17.727
4,17.727
4,17.727
0.2,17.727
0.1,17.727
0.1,17.727
200,17.727
1,17.727
2,17.727
1,17.727
3,17.727
