hyperparameters,evaluation
"(9, 1)",48.677
5,48.677
4,48.677
4,48.677
4,48.677
0.1,48.677
0.1,48.677
0.1,48.677
200,48.677
1,48.677
1,48.677
1,48.677
5,48.677
