hyperparameters,evaluation
"(9, 1)",14.799
5,14.799
4,14.799
4,14.799
4,14.799
0.2,14.799
0.1,14.799
0.1,14.799
200,14.799
1,14.799
1,14.799
1,14.799
5,14.799
