hyperparameters,evaluation
"(7, 1)",24.219
5,24.219
4,24.219
4,24.219
4,24.219
0.2,24.219
0.2,24.219
0.1,24.219
200,24.219
1,24.219
1,24.219
1,24.219
5,24.219
