hyperparameters,evaluation
"(7, 3)",14.948
5,14.948
4,14.948
4,14.948
4,14.948
0.1,14.948
0.2,14.948
0.1,14.948
200,14.948
1,14.948
2,14.948
1,14.948
5,14.948
