hyperparameters,evaluation
"(7, 3)",29.84
5,29.84
4,29.84
4,29.84
4,29.84
0.2,29.84
0.2,29.84
0.1,29.84
200,29.84
1,29.84
1,29.84
1,29.84
3,29.84
