hyperparameters,evaluation
"(7, 1)",24.186
5,24.186
4,24.186
4,24.186
4,24.186
0.1,24.186
0.2,24.186
0.1,24.186
200,24.186
2,24.186
2,24.186
1,24.186
3,24.186
