hyperparameters,evaluation
"(7, 1)",33.114
5,33.114
4,33.114
4,33.114
4,33.114
0.1,33.114
0.2,33.114
0.1,33.114
200,33.114
1,33.114
2,33.114
1,33.114
5,33.114
