hyperparameters,evaluation
"(7, 3)",246.06
5,246.06
4,246.06
4,246.06
4,246.06
0.2,246.06
0.2,246.06
0.1,246.06
200,246.06
2,246.06
2,246.06
1,246.06
5,246.06
