hyperparameters,evaluation
"(7, 3)",14.712
5,14.712
4,14.712
4,14.712
4,14.712
0.2,14.712
0.1,14.712
0.1,14.712
200,14.712
1,14.712
2,14.712
1,14.712
3,14.712
