hyperparameters,evaluation
"(9, 1)",5.819
5,5.819
4,5.819
4,5.819
4,5.819
0.1,5.819
0.2,5.819
0.1,5.819
200,5.819
2,5.819
1,5.819
1,5.819
3,5.819
