hyperparameters,evaluation
"(7, 3)",12.161
5,12.161
4,12.161
4,12.161
4,12.161
0.2,12.161
0.2,12.161
0.1,12.161
200,12.161
2,12.161
1,12.161
1,12.161
5,12.161
