hyperparameters,evaluation
"(9, 1)",29.81
5,29.81
4,29.81
4,29.81
4,29.81
0.1,29.81
0.1,29.81
0.1,29.81
200,29.81
1,29.81
1,29.81
1,29.81
3,29.81
