hyperparameters,evaluation
"(7, 3)",5.069
5,5.069
4,5.069
4,5.069
4,5.069
0.1,5.069
0.2,5.069
0.1,5.069
200,5.069
2,5.069
1,5.069
1,5.069
3,5.069
