hyperparameters,evaluation
"(9, 1)",24.537
5,24.537
4,24.537
4,24.537
4,24.537
0.1,24.537
0.1,24.537
0.1,24.537
200,24.537
2,24.537
2,24.537
1,24.537
3,24.537
