hyperparameters,evaluation
"(7, 1)",9.382
5,9.382
4,9.382
4,9.382
4,9.382
0.1,9.382
0.1,9.382
0.1,9.382
200,9.382
2,9.382
2,9.382
1,9.382
5,9.382
