hyperparameters,evaluation
"(7, 3)",47.025
5,47.025
4,47.025
4,47.025
4,47.025
0.1,47.025
0.2,47.025
0.1,47.025
200,47.025
1,47.025
2,47.025
1,47.025
3,47.025
