hyperparameters,evaluation
"(9, 1)",204.695
5,204.695
4,204.695
4,204.695
4,204.695
0.2,204.695
0.1,204.695
0.1,204.695
200,204.695
1,204.695
2,204.695
1,204.695
3,204.695
