hyperparameters,evaluation
"(7, 3)",25.045
5,25.045
4,25.045
4,25.045
4,25.045
0.1,25.045
0.1,25.045
0.1,25.045
200,25.045
2,25.045
2,25.045
1,25.045
3,25.045
