hyperparameters,evaluation
"(9, 1)",17.634
5,17.634
4,17.634
4,17.634
4,17.634
0.2,17.634
0.2,17.634
0.1,17.634
200,17.634
1,17.634
1,17.634
1,17.634
5,17.634
