hyperparameters,evaluation
"(9, 1)",20.687
5,20.687
4,20.687
4,20.687
4,20.687
0.2,20.687
0.2,20.687
0.1,20.687
200,20.687
2,20.687
2,20.687
1,20.687
3,20.687
