hyperparameters,evaluation
"(9, 1)",12.167
5,12.167
4,12.167
4,12.167
4,12.167
0.2,12.167
0.1,12.167
0.1,12.167
200,12.167
1,12.167
1,12.167
1,12.167
3,12.167
