hyperparameters,evaluation
"(7, 3)",246.015
5,246.015
4,246.015
4,246.015
4,246.015
0.1,246.015
0.2,246.015
0.1,246.015
200,246.015
1,246.015
2,246.015
1,246.015
5,246.015
