hyperparameters,evaluation
"(7, 1)",7.285
5,7.285
4,7.285
4,7.285
4,7.285
0.2,7.285
0.2,7.285
0.1,7.285
200,7.285
2,7.285
2,7.285
1,7.285
5,7.285
