hyperparameters,evaluation
"(9, 1)",17.662
5,17.662
4,17.662
4,17.662
4,17.662
0.1,17.662
0.1,17.662
0.1,17.662
200,17.662
1,17.662
1,17.662
1,17.662
3,17.662
