hyperparameters,evaluation
"(7, 3)",246.002
5,246.002
4,246.002
4,246.002
4,246.002
0.2,246.002
0.1,246.002
0.1,246.002
200,246.002
1,246.002
2,246.002
1,246.002
5,246.002
