hyperparameters,evaluation
"(7, 1)",19.24
5,19.24
4,19.24
4,19.24
4,19.24
0.2,19.24
0.2,19.24
0.1,19.24
200,19.24
1,19.24
1,19.24
1,19.24
3,19.24
