hyperparameters,evaluation
"(7, 3)",7.471
5,7.471
4,7.471
4,7.471
4,7.471
0.1,7.471
0.2,7.471
0.1,7.471
200,7.471
2,7.471
2,7.471
1,7.471
5,7.471
