hyperparameters,evaluation
"(9, 1)",21.017
5,21.017
4,21.017
4,21.017
4,21.017
0.1,21.017
0.1,21.017
0.1,21.017
200,21.017
2,21.017
2,21.017
1,21.017
3,21.017
