hyperparameters,evaluation
"(9, 1)",7.487
5,7.487
4,7.487
4,7.487
4,7.487
0.1,7.487
0.1,7.487
0.1,7.487
200,7.487
2,7.487
1,7.487
1,7.487
3,7.487
