hyperparameters,evaluation
"(7, 3)",15.04
5,15.04
4,15.04
4,15.04
4,15.04
0.1,15.04
0.1,15.04
0.1,15.04
200,15.04
1,15.04
2,15.04
1,15.04
3,15.04
