hyperparameters,evaluation
"(7, 3)",5.782
5,5.782
4,5.782
4,5.782
4,5.782
0.1,5.782
0.2,5.782
0.1,5.782
200,5.782
1,5.782
1,5.782
1,5.782
3,5.782
