hyperparameters,evaluation
"(9, 1)",67.452
5,67.452
4,67.452
4,67.452
4,67.452
0.2,67.452
0.1,67.452
0.1,67.452
200,67.452
2,67.452
2,67.452
1,67.452
5,67.452
