hyperparameters,evaluation
"(7, 3)",38.624
5,38.624
4,38.624
4,38.624
4,38.624
0.1,38.624
0.1,38.624
0.1,38.624
200,38.624
1,38.624
1,38.624
1,38.624
3,38.624
