hyperparameters,evaluation
"(7, 1)",33.478
5,33.478
4,33.478
4,33.478
4,33.478
0.1,33.478
0.2,33.478
0.1,33.478
200,33.478
1,33.478
1,33.478
1,33.478
5,33.478
