hyperparameters,evaluation
"(9, 1)",16.025
5,16.025
4,16.025
4,16.025
4,16.025
0.1,16.025
0.2,16.025
0.1,16.025
200,16.025
1,16.025
1,16.025
1,16.025
3,16.025
