hyperparameters,evaluation
"(9, 1)",53.299
5,53.299
4,53.299
4,53.299
4,53.299
0.2,53.299
0.2,53.299
0.1,53.299
200,53.299
2,53.299
1,53.299
1,53.299
5,53.299
