hyperparameters,evaluation
"(7, 3)",246.01600000000002
5,246.01600000000002
4,246.01600000000002
4,246.01600000000002
4,246.01600000000002
0.1,246.01600000000002
0.1,246.01600000000002
0.1,246.01600000000002
200,246.01600000000002
2,246.01600000000002
2,246.01600000000002
1,246.01600000000002
3,246.01600000000002
