hyperparameters,evaluation
"(9, 1)",6.748
5,6.748
4,6.748
4,6.748
4,6.748
0.1,6.748
0.1,6.748
0.1,6.748
200,6.748
2,6.748
1,6.748
1,6.748
3,6.748
