hyperparameters,evaluation
"(7, 3)",8.388
5,8.388
4,8.388
4,8.388
4,8.388
0.1,8.388
0.2,8.388
0.1,8.388
200,8.388
2,8.388
1,8.388
1,8.388
3,8.388
