hyperparameters,evaluation
"(7, 1)",57.414
5,57.414
4,57.414
4,57.414
4,57.414
0.2,57.414
0.2,57.414
0.1,57.414
200,57.414
2,57.414
2,57.414
1,57.414
3,57.414
