hyperparameters,evaluation
"(7, 3)",8.832
5,8.832
4,8.832
4,8.832
4,8.832
0.1,8.832
0.2,8.832
0.1,8.832
200,8.832
2,8.832
2,8.832
1,8.832
3,8.832
