hyperparameters,evaluation
"(7, 3)",245.989
5,245.989
4,245.989
4,245.989
4,245.989
0.2,245.989
0.1,245.989
0.1,245.989
200,245.989
1,245.989
1,245.989
1,245.989
5,245.989
