hyperparameters,evaluation
"(7, 3)",7.831
5,7.831
4,7.831
4,7.831
4,7.831
0.2,7.831
0.2,7.831
0.1,7.831
200,7.831
2,7.831
1,7.831
1,7.831
3,7.831
