hyperparameters,evaluation
"(7, 3)",245.987
5,245.987
4,245.987
4,245.987
4,245.987
0.1,245.987
0.1,245.987
0.1,245.987
200,245.987
1,245.987
1,245.987
1,245.987
5,245.987
