hyperparameters,evaluation
"(9, 1)",47.361
5,47.361
4,47.361
4,47.361
4,47.361
0.1,47.361
0.2,47.361
0.1,47.361
200,47.361
2,47.361
1,47.361
1,47.361
5,47.361
