hyperparameters,evaluation
"(7, 3)",31.767
5,31.767
4,31.767
4,31.767
4,31.767
0.2,31.767
0.1,31.767
0.1,31.767
200,31.767
1,31.767
1,31.767
1,31.767
3,31.767
