hyperparameters,evaluation
"(7, 1)",4.837
5,4.837
4,4.837
4,4.837
4,4.837
0.1,4.837
0.2,4.837
0.1,4.837
200,4.837
2,4.837
1,4.837
1,4.837
5,4.837
