hyperparameters,evaluation
"(7, 3)",246.023
5,246.023
4,246.023
4,246.023
4,246.023
0.1,246.023
0.1,246.023
0.1,246.023
200,246.023
2,246.023
2,246.023
1,246.023
5,246.023
