hyperparameters,evaluation
"(7, 3)",4.242
5,4.242
4,4.242
4,4.242
4,4.242
0.2,4.242
0.1,4.242
0.1,4.242
200,4.242
1,4.242
2,4.242
1,4.242
3,4.242
