hyperparameters,evaluation
"(7, 3)",18.967
5,18.967
4,18.967
4,18.967
4,18.967
0.2,18.967
0.2,18.967
0.1,18.967
200,18.967
2,18.967
2,18.967
1,18.967
3,18.967
