hyperparameters,evaluation
"(9, 1)",37.336
5,37.336
4,37.336
4,37.336
4,37.336
0.1,37.336
0.1,37.336
0.1,37.336
200,37.336
1,37.336
2,37.336
1,37.336
3,37.336
