hyperparameters,evaluation
"(7, 3)",246.019
5,246.019
4,246.019
4,246.019
4,246.019
0.2,246.019
0.2,246.019
0.1,246.019
200,246.019
1,246.019
1,246.019
1,246.019
3,246.019
