hyperparameters,evaluation
"(9, 1)",1.324
5,1.324
4,1.324
4,1.324
4,1.324
0.2,1.324
0.1,1.324
0.1,1.324
200,1.324
2,1.324
1,1.324
1,1.324
3,1.324
