hyperparameters,evaluation
"(7, 3)",246.044
5,246.044
4,246.044
4,246.044
4,246.044
0.2,246.044
0.1,246.044
0.1,246.044
200,246.044
2,246.044
1,246.044
1,246.044
3,246.044
