hyperparameters,evaluation
"(9, 1)",3.317
5,3.317
4,3.317
4,3.317
4,3.317
0.2,3.317
0.1,3.317
0.1,3.317
200,3.317
2,3.317
1,3.317
1,3.317
5,3.317
