hyperparameters,evaluation
"(7, 3)",2.507
5,2.507
4,2.507
4,2.507
4,2.507
0.1,2.507
0.2,2.507
0.1,2.507
200,2.507
2,2.507
1,2.507
1,2.507
5,2.507
