hyperparameters,evaluation
"(7, 3)",246.017
5,246.017
4,246.017
4,246.017
4,246.017
0.1,246.017
0.1,246.017
0.1,246.017
200,246.017
2,246.017
1,246.017
1,246.017
5,246.017
