hyperparameters,evaluation
"(9, 1)",10.987
5,10.987
4,10.987
4,10.987
4,10.987
0.2,10.987
0.2,10.987
0.1,10.987
200,10.987
1,10.987
2,10.987
1,10.987
5,10.987
