hyperparameters,evaluation
"(9, 1)",213.75099999999998
5,213.75099999999998
4,213.75099999999998
4,213.75099999999998
4,213.75099999999998
0.1,213.75099999999998
0.2,213.75099999999998
0.1,213.75099999999998
200,213.75099999999998
1,213.75099999999998
1,213.75099999999998
1,213.75099999999998
3,213.75099999999998
