hyperparameters,evaluation
"(7, 3)",246.034
5,246.034
4,246.034
4,246.034
4,246.034
0.1,246.034
0.1,246.034
0.1,246.034
200,246.034
1,246.034
2,246.034
1,246.034
5,246.034
