hyperparameters,evaluation
"(9, 1)",7.877
5,7.877
4,7.877
4,7.877
4,7.877
0.1,7.877
0.1,7.877
0.1,7.877
200,7.877
2,7.877
1,7.877
1,7.877
5,7.877
