hyperparameters,evaluation
"(7, 3)",2.598
5,2.598
4,2.598
4,2.598
4,2.598
0.2,2.598
0.2,2.598
0.1,2.598
200,2.598
1,2.598
1,2.598
1,2.598
5,2.598
