hyperparameters,evaluation
"(9, 1)",39.676
5,39.676
4,39.676
4,39.676
4,39.676
0.1,39.676
0.2,39.676
0.1,39.676
200,39.676
1,39.676
2,39.676
1,39.676
3,39.676
